"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"2152","chrX",10744867,10745518,652,"*","ENCFF515LPH_peak_9026",347,".",3.41892,37.9988,34.7747,343,"chrX",10744866,10745473,"ENCFF708WHR_peak_5472",313,".",3.90625,34.5746,31.3594,346,607,"Promoter (<=1kb)",6,10745434,10748806,3373,1,"FBgn0003204","FBtr0071494",0,"43873","ras","raspberry"
"2153","chrX",10767526,10768082,557,"*","ENCFF515LPH_peak_9029",34,".",1.63288,5.24473,3.49912,107,"chrX",10767556,10767996,"ENCFF708WHR_peak_5473",38,".",1.86716,5.76115,3.89771,198,440,"Promoter (<=1kb)",6,10764878,10767306,2429,2,"FBgn0052672","FBtr0346375",-220,"32001","Atg8a","Autophagy-related 8a"
"2154","chrX",10768139,10768496,358,"*","ENCFF515LPH_peak_9030",28,".",1.57198,4.5202,2.8816,95,"chrX",10768063,10768620,"ENCFF708WHR_peak_5474",90,".",2.34944,11.3249,9.06393,339,358,"Promoter (<=1kb)",6,10764878,10768338,3461,2,"FBgn0052672","FBtr0071498",0,"32001","Atg8a","Autophagy-related 8a"
"2155","chrX",10786588,10787184,597,"*","ENCFF515LPH_peak_9032",25,".",1.68789,4.10678,2.53647,345,"chrX",10786768,10787276,"ENCFF708WHR_peak_5475",39,".",1.97048,5.86587,3.99193,158,416,"Promoter (<=1kb)",6,10780993,10786907,5915,2,"FBgn0003360","FBtr0073421",0,"32007","sesB","stress-sensitive B"
"2156","chrX",10847208,10847497,290,"*","ENCFF515LPH_peak_9037",24,".",1.53849,4.0176,2.46348,192,"chrX",10847021,10847515,"ENCFF708WHR_peak_5477",41,".",1.94041,5.98867,4.10416,381,290,"Promoter (<=1kb)",6,10847438,10848534,1097,1,"FBgn0030239","FBtr0073379",0,"32013","Pgls","6-phosphogluconolactonase"
"2157","chrX",10857270,10857943,674,"*","ENCFF515LPH_peak_9038",84,".",2.03014,10.6488,8.45785,428,"chrX",10857186,10858039,"ENCFF708WHR_peak_5478",163,".",3.2942,19.0197,16.381,307,674,"Promoter (<=1kb)",6,10855000,10857413,2414,2,"FBgn0030242","FBtr0346273",0,"32016","sofe","sister of feo"
"2158","chrX",10899139,10899503,365,"*","ENCFF515LPH_peak_9042",54,".",1.99781,7.43072,5.45224,266,"chrX",10899241,10899541,"ENCFF708WHR_peak_5479",35,".",1.9604,5.3848,3.5641,244,262,"Promoter (<=1kb)",6,10894747,10899243,4497,2,"FBgn0030246","FBtr0339768",0,"32021","CG1582","uncharacterized protein"
"2159","chrX",11124319,11125182,864,"*","ENCFF515LPH_peak_9055",118,".",2.24057,14.2596,11.8911,539,"chrX",11124562,11125361,"ENCFF708WHR_peak_5484",177,".",3.34165,20.4912,17.7884,286,620,"Promoter (<=1kb)",6,11125101,11126785,1685,1,"FBgn0028686","FBtr0346274",0,"32047","Rpt3","Regulatory particle triple-A ATPase 3"
"2160","chrX",11136468,11137623,1156,"*","ENCFF515LPH_peak_9056",74,".",2.01037,9.63046,7.49959,868,"chrX",11136863,11137809,"ENCFF708WHR_peak_5485",73,".",2.3678,9.47251,7.31794,722,760,"Promoter (<=1kb)",6,11129362,11136778,7417,2,"FBgn0030268","FBtr0073477",0,"32049","Klp10A","Kinesin-like protein at 10A"
"2161","chrX",11148125,11148609,485,"*","ENCFF515LPH_peak_9057",36,".",1.78384,5.45441,3.67645,286,"chrX",11148316,11148613,"ENCFF708WHR_peak_5486",43,".",2.08248,6.2213,4.31636,148,293,"Promoter (<=1kb)",6,11144852,11148580,3729,2,"FBgn0020255","FBtr0340164",0,"44072","Ran","Ran"
"2162","chrX",11187323,11187648,326,"*","ENCFF515LPH_peak_9060",77,".",2.10603,9.89657,7.7507,122,"chrX",11187306,11187698,"ENCFF708WHR_peak_5489",103,".",2.43895,12.6559,10.322,70,326,"Distal Intergenic",6,11182931,11183476,546,1,"FBgn0030278","FBtr0073445",4392,"32060","CG15200","uncharacterized protein"
"2163","chrX",11197737,11199354,1618,"*","ENCFF515LPH_peak_9061",72,".",2.0499,9.33216,7.21896,1377,"chrX",11197697,11199506,"ENCFF708WHR_peak_5490",97,".",2.26685,12.0751,9.77103,1179,1618,"Distal Intergenic",6,11202248,11202806,559,1,"FBgn0030280","FBtr0073446",-2894,"32062","CG11106","uncharacterized protein"
"2164","chrX",11310830,11311439,610,"*","ENCFF515LPH_peak_9067",33,".",2.05648,5.12473,3.3947,153,"chrX",11310990,11311548,"ENCFF708WHR_peak_5492",53,".",2.50458,7.35118,5.34592,273,449,"Promoter (<=1kb)",6,11308533,11311208,2676,2,"FBgn0083979","FBtr0113487",0,"32067","Ir10a","Ionotropic receptor 10a"
"2165","chrX",11339404,11340047,644,"*","ENCFF515LPH_peak_9069",107,".",2.24724,13.1087,10.793,322,"chrX",11339524,11339994,"ENCFF708WHR_peak_5493",35,".",1.88857,5.39818,3.57621,208,470,"Promoter (<=1kb)",6,11334187,11339588,5402,2,"FBgn0028421","FBtr0289955",0,"32071","Kap3","Kinesin associated protein 3"
"2166","chrX",11349696,11351114,1419,"*","ENCFF515LPH_peak_9070",105,".",2.12778,12.8058,10.5041,765,"chrX",11350108,11350866,"ENCFF708WHR_peak_5494",55,".",2.23786,7.62261,5.59858,337,758,"Promoter (<=1kb)",6,11349998,11350474,477,1,"FBgn0030292","FBtr0073452",0,"32076","CG11752","uncharacterized protein"
"2167","chrX",11368037,11368849,813,"*","ENCFF515LPH_peak_9072",93,".",2.2043,11.6363,9.39243,322,"chrX",11368083,11368648,"ENCFF708WHR_peak_5495",116,".",2.67765,14.0459,11.6383,285,565,"Promoter (<=1kb)",6,11360930,11368098,7169,2,"FBgn0004864","FBtr0073457",0,"32080","hop","hopscotch"
"2168","chrX",11570181,11570709,529,"*","ENCFF515LPH_peak_9085",58,".",1.92784,7.86573,5.85578,194,"chrX",11570334,11570649,"ENCFF708WHR_peak_5501",61,".",2.28686,8.1761,6.11365,216,315,"Promoter (<=1kb)",6,11562800,11570326,7527,2,"FBgn0003277","FBtr0073542",0,"32100","Polr2A","RNA polymerase II subunit A"
"2169","chrX",11572679,11572980,302,"*","ENCFF515LPH_peak_9086",27,".",1.61587,4.30804,2.70385,70,"chrX",11572648,11573249,"ENCFF708WHR_peak_5502",64,".",2.32969,8.58388,6.48847,157,302,"Promoter (<=1kb)",6,11572707,11573640,934,1,"FBgn0030313","FBtr0073511",0,"32103","Reepl1","Receptor accessory protein like 1"
"2170","chrX",11597916,11599053,1138,"*","ENCFF515LPH_peak_9090",101,".",2.91765,12.3975,10.115,246,"chrX",11598020,11598392,"ENCFF708WHR_peak_5504",43,".",2.49194,6.30622,4.3943,123,372,"Promoter (<=1kb)",6,11597748,11599638,1891,1,"FBgn0262847","FBtr0306149",168,NA,NA,NA
"2171","chrX",11611641,11612013,373,"*","ENCFF515LPH_peak_9092",53,".",2.01189,7.28497,5.31786,261,"chrX",11611482,11612112,"ENCFF708WHR_peak_5506",97,".",2.76046,12.0777,9.77349,270,373,"Promoter (<=1kb)",6,11606290,11611652,5363,2,"FBgn0030320","FBtr0073536",0,"32111","CG2247","uncharacterized protein"
"2172","chrX",11621479,11621910,432,"*","ENCFF515LPH_peak_9093",42,".",2.00007,6.14874,4.29485,197,"chrX",11621516,11621847,"ENCFF708WHR_peak_5507",50,".",2.28755,6.99846,5.02461,161,331,"Promoter (<=1kb)",6,11622015,11676253,54239,1,"FBgn0004370","FBtr0073522",-105,"32115","Ptp10D","Protein tyrosine phosphatase 10D"
"2173","chrX",11642154,11642600,447,"*","ENCFF515LPH_peak_9095",30,".",2.14914,4.75962,3.0803,281,"chrX",11642457,11642791,"ENCFF708WHR_peak_5508",43,".",2.40819,6.22332,4.31825,136,143,"Intron (FBtr0073522/FBgn0004370, intron 2 of 12)",6,11622015,11677338,55324,1,"FBgn0004370","FBtr0331406",20139,"32115","Ptp10D","Protein tyrosine phosphatase 10D"
"2174","chrX",11643510,11643819,310,"*","ENCFF515LPH_peak_9096",43,".",2.36497,6.16111,4.30596,64,"chrX",11643419,11644088,"ENCFF708WHR_peak_5509",36,".",2.27939,5.5372,3.69523,215,310,"Intron (FBtr0073522/FBgn0004370, intron 2 of 12)",6,11622015,11677338,55324,1,"FBgn0004370","FBtr0331406",21495,"32115","Ptp10D","Protein tyrosine phosphatase 10D"
"2175","chrX",11792405,11792885,481,"*","ENCFF515LPH_peak_9103",98,".",2.57042,12.1008,9.8348,274,"chrX",11792490,11792898,"ENCFF708WHR_peak_5513",56,".",2.33787,7.65118,5.6247,162,395,"Promoter (<=1kb)",6,11792533,11795887,3355,1,"FBgn0000259","FBtr0308085",0,"32132","CkIIbeta","Casein kinase II beta subunit"
"2176","chrX",12018056,12018743,688,"*","ENCFF515LPH_peak_9115",105,".",2.44335,12.8304,10.5273,347,"chrX",12017856,12018690,"ENCFF708WHR_peak_5518",125,".",3.06216,15.05,12.5954,557,635,"Promoter (<=1kb)",6,12018640,12020719,2080,1,"FBgn0030364","FBtr0073621",0,"32167","Lsm12a","LSM12 homolog a"
"2177","chrX",12173706,12174244,539,"*","ENCFF515LPH_peak_9120",79,".",2.89727,10.1024,7.94041,254,"chrX",12173636,12174381,"ENCFF708WHR_peak_5519",62,".",2.9948,8.30388,6.23249,232,539,"Intron (FBtr0346335/FBgn0267001, intron 3 of 19)",6,12176440,12178626,2187,2,"FBgn0030377","FBtr0073634",4382,"32180","CG1924","uncharacterized protein"
"2178","chrX",12383114,12384132,1019,"*","ENCFF515LPH_peak_9126",43,".",2.07511,6.17594,4.3192,258,"chrX",12383110,12384132,"ENCFF708WHR_peak_5521",69,".",2.45832,9.03723,6.91436,261,1019,"Distal Intergenic",6,12375596,12377755,2160,2,"FBgn0030385","FBtr0336964",-5359,"32189","Ir11a","Ionotropic receptor 11a"
"2179","chrX",12463026,12463492,467,"*","ENCFF515LPH_peak_9130",39,".",1.87199,5.79731,3.97999,414,"chrX",12462879,12463495,"ENCFF708WHR_peak_5522",123,".",2.95271,14.8427,12.3982,396,467,"Promoter (<=1kb)",6,12459796,12463112,3317,2,"FBgn0030391","FBtr0073668",0,"32195","Rab40","Rab40"
"2180","chrX",12496731,12497196,466,"*","ENCFF515LPH_peak_9133",86,".",2.41809,10.8877,8.68419,260,"chrX",12496702,12497201,"ENCFF708WHR_peak_5524",98,".",2.68544,12.2044,9.8937,240,466,"Promoter (<=1kb)",6,12497188,12516565,19378,1,"FBgn0030396","FBtr0073652",0,"32201","CG2556","uncharacterized protein"
"2181","chrX",12595538,12595901,364,"*","ENCFF515LPH_peak_9139",28,".",1.61107,4.53733,2.89085,63,"chrX",12595651,12596256,"ENCFF708WHR_peak_5526",37,".",1.9407,5.58802,3.74138,28,250,"Promoter (<=1kb)",6,12592555,12595624,3070,2,"FBgn0030403","FBtr0073658",0,"32208","CG1824","uncharacterized protein"
"2182","chrX",12611350,12612078,729,"*","ENCFF515LPH_peak_9140",116,".",2.41497,13.9998,11.6423,449,"chrX",12611509,12612052,"ENCFF708WHR_peak_5527",91,".",2.45469,11.4518,9.18342,289,543,"Promoter (<=1kb)",6,12609977,12611608,1632,2,"FBgn0030406","FBtr0073657",0,"32211","CG1463","uncharacterized protein"
"2183","chrX",12678214,12679296,1083,"*","ENCFF515LPH_peak_9147",145,".",2.65986,17.0145,14.5259,770,"chrX",12678919,12679577,"ENCFF708WHR_peak_5529",35,".",1.90107,5.32974,3.51496,165,377,"Promoter (1-2kb)",6,12680687,12682560,1874,1,"FBgn0286868","FBtr0475041",-1391,NA,NA,NA
"2184","chrX",12909480,12910214,735,"*","ENCFF515LPH_peak_9163",114,".",2.50526,13.8291,11.4796,289,"chrX",12909510,12910157,"ENCFF708WHR_peak_5532",108,".",2.87176,13.179,10.8154,402,647,"Promoter (<=1kb)",6,12907986,12909622,1637,2,"FBgn0030434","FBtr0073693",0,"32243","Brms1","BRMS1 transcriptional repressor"
"2185","chrX",12929795,12930150,356,"*","ENCFF515LPH_peak_9166",46,".",2.33114,6.50273,4.60825,129,"chrX",12929922,12930218,"ENCFF708WHR_peak_5533",45,".",2.4466,6.5268,4.59032,114,228,"Intron (FBtr0308694/FBgn0086675, intron 2 of 6)",6,12938517,12946692,8176,1,"FBgn0086675","FBtr0073712",-8367,"32245","fne","found in neurons"
"2186","chrX",13128640,13129502,863,"*","ENCFF515LPH_peak_9177",63,".",2.29494,8.34878,6.30059,632,"chrX",13128865,13129201,"ENCFF708WHR_peak_5536",39,".",2.28043,5.7785,3.91362,240,336,"Promoter (<=1kb)",6,13128952,13130290,1339,1,"FBgn0030451","FBtr0344608",0,"32262","CG15717","uncharacterized protein"
"2187","chrX",13159348,13159854,507,"*","ENCFF515LPH_peak_9180",54,".",2.02068,7.4442,5.46501,226,"chrX",13159389,13159860,"ENCFF708WHR_peak_5538",76,".",2.58921,9.85824,7.68158,244,465,"Promoter (<=1kb)",6,13157445,13159508,2064,2,"FBgn0025463","FBtr0073741",0,"32268","Bap60","Brahma associated protein 60kD"
"2188","chrX",13211476,13212278,803,"*","ENCFF515LPH_peak_9184",86,".",2.43208,10.8673,8.66495,496,"chrX",13211697,13212374,"ENCFF708WHR_peak_5539",102,".",2.85607,12.5428,10.2147,429,581,"Promoter (<=1kb)",6,13195499,13211674,16176,2,"FBgn0265630","FBtr0340488",0,"32273","sno","strawberry notch"
"2189","chrX",13264912,13265756,845,"*","ENCFF515LPH_peak_9186",47,".",2.21433,6.69665,4.78433,334,"chrX",13265243,13265680,"ENCFF708WHR_peak_5540",38,".",2.41728,5.73117,3.87097,254,437,"3' UTR",6,13259021,13262488,3468,1,"FBgn0000346","FBtr0333329",5891,"47091","comt","comatose"
"2190","chrX",13285611,13286529,919,"*","ENCFF515LPH_peak_9187",97,".",2.59613,12.0033,9.74228,259,"chrX",13285605,13286030,"ENCFF708WHR_peak_5541",84,".",2.93219,10.6469,8.42183,225,420,"Promoter (<=1kb)",6,13285707,13287741,2035,1,"FBgn0030465","FBtr0346123",0,"32279","CG15743","uncharacterized protein"
"2191","chrX",13337533,13338367,835,"*","ENCFF515LPH_peak_9190",86,".",2.67923,10.8905,8.68664,551,"chrX",13337583,13338404,"ENCFF708WHR_peak_5543",116,".",3.21961,14.0151,11.6088,357,784,"Promoter (<=1kb)",6,13335637,13337638,2002,2,"FBgn0010198","FBtr0073794",0,"44150","RpS15Aa","Ribosomal protein S15Aa"
"2192","chrX",13384938,13385379,442,"*","ENCFF515LPH_peak_9193",45,".",2.01718,6.44139,4.55246,256,"chrX",13384790,13385233,"ENCFF708WHR_peak_5544",77,".",2.72598,9.88128,7.70251,186,296,"Promoter (<=1kb)",6,13385210,13385893,684,1,"FBgn0030480","FBtr0073775",0,"32294","Tim9a","Tim9a"
"2193","chrX",13387099,13387784,686,"*","ENCFF515LPH_peak_9194",55,".",2.18226,7.58044,5.59056,353,"chrX",13387104,13387853,"ENCFF708WHR_peak_5545",100,".",3.0402,12.3729,10.0532,395,680,"Promoter (<=1kb)",6,13385914,13387417,1504,2,"FBgn0026749","FBtr0073789",0,"32295","Ype","Yippee"
"2194","chrX",13443374,13443777,404,"*","ENCFF515LPH_peak_9198",33,".",1.87052,5.13059,3.39974,141,"chrX",13443396,13443697,"ENCFF708WHR_peak_5546",31,".",1.94036,4.93924,3.16607,100,301,"Distal Intergenic",6,13445903,13519626,73724,1,"FBgn0265416","FBtr0339702",-2126,"32303","Neto","Neuropilin and tolloid-like"
"2195","chrX",13616168,13616736,569,"*","ENCFF515LPH_peak_9203",94,".",2.13362,11.6794,9.43308,318,"chrX",13616181,13616981,"ENCFF708WHR_peak_5549",150,".",3.0669,17.636,15.0596,431,555,"Promoter (<=1kb)",6,13613193,13616403,3211,2,"FBgn0030502","FBtr0073849",0,"32318","tth","toothrin"
"2196","chrX",13624612,13624919,308,"*","ENCFF515LPH_peak_9204",36,".",1.76968,5.40295,3.63106,62,"chrX",13624383,13624917,"ENCFF708WHR_peak_5550",57,".",2.23486,7.82786,5.78904,289,306,"Promoter (<=1kb)",6,13624745,13663657,38913,1,"FBgn0030505","FBtr0073808",0,"32321","NFAT","NFAT nuclear factor"
"2197","chrX",13744525,13744945,421,"*","ENCFF515LPH_peak_9213",57,".",2.00531,7.7544,5.7523,268,"chrX",13744641,13744939,"ENCFF708WHR_peak_5552",57,".",2.28339,7.80009,5.76299,182,298,"Promoter (<=1kb)",6,13736570,13744683,8114,2,"FBgn0001612","FBtr0073841",0,"48481","Grip91","Gamma-tubulin ring protein 91"
"2198","chrX",13781970,13782941,972,"*","ENCFF515LPH_peak_9218",227,".",3.41026,25.5969,22.7732,335,"chrX",13782014,13782616,"ENCFF708WHR_peak_5554",146,".",3.24928,17.1796,14.626,222,602,"Promoter (<=1kb)",6,13779847,13782170,2324,2,"FBgn0030521","FBtr0346091",0,"32341","CtsB","Cathepsin B"
"2199","chrX",13822194,13822547,354,"*","ENCFF515LPH_peak_9219",56,".",1.96825,7.59845,5.60721,262,"chrX",13822203,13822493,"ENCFF708WHR_peak_5556",35,".",1.925,5.32769,3.51307,146,290,"Promoter (<=1kb)",6,13812971,13822307,9337,2,"FBgn0030529","FBtr0073835",0,"32349","Clic","Chloride intracellular channel"
"2200","chrX",13999956,14000841,886,"*","ENCFF515LPH_peak_9239",1093,".",6.90547,114.06,109.318,374,"chrX",13999949,14000859,"ENCFF708WHR_peak_5562",1143,".",7.46896,119.217,114.391,380,886,"Promoter (<=1kb)",6,14000210,14000889,680,1,"FBgn0044817","FBtr0307297",0,"117463","Ste12DOR","Stellate 12D orphon"
"2201","chrX",14029881,14030445,565,"*","ENCFF515LPH_peak_9243",53,".",2.51937,7.27941,5.31281,361,"chrX",14029566,14030258,"ENCFF708WHR_peak_5563",38,".",2.42259,5.75213,3.88981,481,378,"Distal Intergenic",6,14025566,14025647,82,2,"FBgn0011982","FBtr0073885",-4234,"3772164","tRNA:Ser-AGA-2-1","transfer RNA:Serine-AGA 2-1"
"2202","chrX",14035446,14036484,1039,"*","ENCFF515LPH_peak_9244",61,".",2.50306,8.19176,6.15477,867,"chrX",14035383,14036442,"ENCFF708WHR_peak_5564",42,".",2.45541,6.15541,4.25666,341,997,"Distal Intergenic",6,14025566,14025647,82,2,"FBgn0011982","FBtr0073885",-9799,"3772164","tRNA:Ser-AGA-2-1","transfer RNA:Serine-AGA 2-1"
"2203","chrX",14049371,14049884,514,"*","ENCFF515LPH_peak_9247",59,".",2.25796,7.98282,5.9649,266,"chrX",14049367,14049883,"ENCFF708WHR_peak_5566",57,".",2.2862,7.81792,5.77947,269,513,"Promoter (<=1kb)",6,14049280,14050003,724,2,"FBgn0053245","FBtr0300094",119,"2768873","Ste:CG33236","Ste:CG33236"
"2204","chrX",14059661,14060234,574,"*","ENCFF515LPH_peak_9248",56,".",2.13477,7.65997,5.66444,236,"chrX",14059657,14060236,"ENCFF708WHR_peak_5568",57,".",2.19592,7.78218,5.74646,265,574,"Promoter (<=1kb)",6,14059434,14060157,724,2,"FBgn0053237","FBtr0300086",0,"2768872","Ste:CG33237","Ste:CG33237"
"2205","chrX",14102682,14103042,361,"*","ENCFF515LPH_peak_9251",29,".",1.81216,4.61707,2.9584,222,"chrX",14102681,14102999,"ENCFF708WHR_peak_5569",51,".",2.32758,7.09978,5.11896,228,318,"Promoter (<=1kb)",6,14103363,14103444,82,2,"FBgn0011977","FBtr0073872",402,"3772434","tRNA:Ser-CGA-1-3","transfer RNA:Serine-CGA 1-3"
"2206","chrX",14114539,14115235,697,"*","ENCFF515LPH_peak_9252",65,".",2.56027,8.64993,6.58218,269,"chrX",14114509,14115085,"ENCFF708WHR_peak_5570",50,".",2.50208,7.05622,5.07813,228,547,"Promoter (<=1kb)",6,14114141,14116889,2749,1,"FBgn0265868","FBtr0342713",398,"19835921","lncRNA:CR44657","long non-coding RNA:CR44657"
"2207","chrX",14115814,14116120,307,"*","ENCFF515LPH_peak_9253",32,".",1.96301,4.98362,3.27228,167,"chrX",14115922,14116231,"ENCFF708WHR_peak_5571",39,".",2.17955,5.85392,3.98157,177,198,"Promoter (1-2kb)",6,14114141,14116889,2749,1,"FBgn0265868","FBtr0342713",1673,"19835921","lncRNA:CR44657","long non-coding RNA:CR44657"
"2208","chrX",14159715,14160432,718,"*","ENCFF515LPH_peak_9256",24,".",1.74692,3.96794,2.42268,483,"chrX",14159115,14160436,"ENCFF708WHR_peak_5572",47,".",2.12144,6.66136,4.714,635,718,"Distal Intergenic",6,14151579,14152006,428,2,"FBgn0040871","FBtr0073869",-7709,"50344","CG12479","uncharacterized protein"
"2209","chrX",14170049,14170529,481,"*","ENCFF515LPH_peak_9257",34,".",1.82713,5.18928,3.45052,221,"chrX",14169894,14170457,"ENCFF708WHR_peak_5573",43,".",2.06628,6.31033,4.39817,277,409,"Promoter (<=1kb)",6,14169592,14171545,1954,1,"FBgn0030537","FBtr0304579",457,"32359","CG12480","uncharacterized protein"
"2210","chrX",14311642,14312611,970,"*","ENCFF515LPH_peak_9269",65,".",2.41676,8.64165,6.57492,463,"chrX",14311751,14312122,"ENCFF708WHR_peak_5576",36,".",2.19679,5.50566,3.66689,215,371,"Distal Intergenic",6,14314623,14315583,961,2,"FBgn0030563","FBtr0073919",2972,"32386","betaNACtes2","Nascent-associated complex beta-subunit-like, testis 2"
"2211","chrX",14414920,14415808,889,"*","ENCFF515LPH_peak_9272",49,".",2.31434,6.90577,4.97491,222,"chrX",14415460,14415853,"ENCFF708WHR_peak_5577",22,".",2.03881,3.92536,2.29083,277,348,"Intron (FBtr0073913/FBgn0052600, intron 5 of 9)",6,14380351,14381416,1066,1,"FBgn0030566","FBtr0073915",34569,"32389","betaNACtes4","Nascent-associated complex beta-subunit-like, testis 4"
"2212","chrX",14421626,14422739,1114,"*","ENCFF515LPH_peak_9273",53,".",2.28217,7.32171,5.35176,544,"chrX",14421634,14422143,"ENCFF708WHR_peak_5578",61,".",2.61748,8.19927,6.13514,153,509,"Intron (FBtr0073913/FBgn0052600, intron 5 of 9)",6,14380351,14381416,1066,1,"FBgn0030566","FBtr0073915",41275,"32389","betaNACtes4","Nascent-associated complex beta-subunit-like, testis 4"
"2213","chrX",14642233,14642578,346,"*","ENCFF515LPH_peak_9289",41,".",2.29691,5.97339,4.13736,271,"chrX",14642235,14642561,"ENCFF708WHR_peak_5581",35,".",2.30126,5.39041,3.56916,270,326,"Intron (FBtr0073942/FBgn0015773, intron 1 of 6)",6,14604012,14653834,49823,2,"FBgn0015773","FBtr0073942",11256,"32398","NetA","Netrin-A"
"2214","chrX",14782971,14784300,1330,"*","ENCFF515LPH_peak_9299",91,".",2.9276,11.3579,9.1267,323,"chrX",14782907,14783425,"ENCFF708WHR_peak_5582",49,".",2.47902,6.94927,4.97949,246,455,"Promoter (<=1kb)",6,14782962,14784052,1091,2,"FBgn0020508","FBtr0073938",0,"44079","Ag5r2","Antigen 5-related 2"
"2215","chrX",14814593,14815087,495,"*","ENCFF515LPH_peak_9301",49,".",2.22182,6.85115,4.92507,265,"chrX",14814568,14814910,"ENCFF708WHR_peak_5584",31,".",2.00736,4.96357,3.18747,271,318,"Intron (FBtr0333655/FBgn0003301, intron 1 of 15)",6,14787478,14818789,31312,2,"FBgn0003301","FBtr0333655",3702,"32406","rut","rutabaga"
"2216","chrX",14886628,14887614,987,"*","ENCFF515LPH_peak_9307",67,".",2.13447,8.87157,6.79085,315,"chrX",14886722,14887391,"ENCFF708WHR_peak_5589",38,".",1.94175,5.75629,3.89343,392,669,"Exon (FBtr0073980/FBgn0030592, exon 4 of 4)",6,14875370,14882586,7217,2,"FBgn0266435","FBtr0344424",-4042,"19835504","CG45065","uncharacterized protein"
"2217","chrX",14912965,14913405,441,"*","ENCFF515LPH_peak_9310",22,".",1.6773,3.72126,2.22755,212,"chrX",14913145,14913481,"ENCFF708WHR_peak_5591",36,".",1.97613,5.4804,3.64432,102,260,"Promoter (<=1kb)",6,14911781,14913812,2032,2,"FBgn0030596","FBtr0073976",407,"32422","CG12398","uncharacterized protein"
"2218","chrX",14936336,14936759,424,"*","ENCFF515LPH_peak_9314",64,".",2.43138,8.46632,6.41085,230,"chrX",14936454,14936744,"ENCFF708WHR_peak_5593",29,".",2.19283,4.72318,2.97435,133,290,"Exon (FBtr0303294/FBgn0027601, exon 6 of 8)",6,14930316,14933583,3268,1,"FBgn0264078","FBtr0300435",6020,"32425","Flo2","Flotillin 2"
"2219","chrX",14946509,14946937,429,"*","ENCFF515LPH_peak_9315",65,".",2.497,8.58005,6.51693,157,"chrX",14946442,14946791,"ENCFF708WHR_peak_5594",30,".",2.17436,4.75759,3.00471,161,283,"Intron (FBtr0303294/FBgn0027601, intron 4 of 7)",6,14934040,14950749,16710,2,"FBgn0027601","FBtr0073972",3812,"32426","pdgy","pudgy"
"2220","chrX",14947076,14947849,774,"*","ENCFF515LPH_peak_9316",35,".",1.99474,5.33304,3.57629,519,"chrX",14947493,14947790,"ENCFF708WHR_peak_5596",29,".",2.02375,4.68693,2.94222,270,297,"Intron (FBtr0303294/FBgn0027601, intron 4 of 7)",6,14934040,14950749,16710,2,"FBgn0027601","FBtr0073972",2900,"32426","pdgy","pudgy"
"2221","chrX",15032238,15032834,597,"*","ENCFF515LPH_peak_9322",25,".",1.83627,4.14172,2.56552,73,"chrX",15032351,15032684,"ENCFF708WHR_peak_5599",47,".",2.28368,6.74055,4.78712,144,333,"3' UTR",6,15024436,15042060,17625,1,"FBgn0052594","FBtr0073957",7802,"32430","be","ben"
"2222","chrX",15066452,15066775,324,"*","ENCFF515LPH_peak_9326",46,".",1.90424,6.49628,4.60218,230,"chrX",15066271,15066839,"ENCFF708WHR_peak_5600",89,".",2.56897,11.2065,8.95131,281,324,"Promoter (<=1kb)",6,15065452,15066432,981,2,"FBgn0264389","FBtr0073968",-20,"32435","opm","opossum"
"2223","chrX",15084320,15086290,1971,"*","ENCFF515LPH_peak_9327",89,".",2.1378,11.1234,8.90392,934,"chrX",15084684,15086213,"ENCFF708WHR_peak_5601",86,".",2.34727,10.9344,8.69413,1178,1529,"Promoter (<=1kb)",6,15084029,15084699,671,2,"FBgn0030610","FBtr0073966",0,"32439","Cox17","Cytochrome c oxidase copper chaperone COX17"
"2224","chrX",15139331,15139794,464,"*","ENCFF515LPH_peak_9331",48,".",1.87664,6.78275,4.86285,260,"chrX",15139332,15139790,"ENCFF708WHR_peak_5602",92,".",2.49193,11.4789,9.20845,282,458,"Promoter (<=1kb)",6,15137870,15139367,1498,2,"FBgn0030616","FBtr0074027",0,"32446","RpL37a","Ribosomal protein L37a"
"2225","chrX",15224611,15224947,337,"*","ENCFF515LPH_peak_9335",22,".",1.69451,3.77203,2.26296,266,"chrX",15224667,15224972,"ENCFF708WHR_peak_5604",29,".",1.91696,4.64999,2.91011,108,280,"Promoter (<=1kb)",6,15225513,15226256,744,1,"FBgn0265612","FBtr0340436",-566,"19835618","lncRNA:CR44430","long non-coding RNA:CR44430"
"2226","chrX",15320175,15320489,315,"*","ENCFF515LPH_peak_9340",64,".",1.94637,8.52816,6.46883,155,"chrX",15320253,15320581,"ENCFF708WHR_peak_5605",37,".",1.92449,5.56124,3.71728,141,236,"Promoter (<=1kb)",6,15320369,15326956,6588,1,"FBgn0004924","FBtr0308699",0,"32458","Top1","Topoisomerase 1"
